Country Code,2023
AW,1.35282116097067
AF,14.8064047847023
AO,209.794208294387
AL,40.5888236494
AD,0.603563370465285
AE,2.36632559202145
AR,139.721870365667
AM,148.09152970721
AG,1.82975886781575
AU,1.366149
AT,0.735286
AZ,0.51335400569404
BI,723.894519014926
BE,0.732409
BJ,204.79149665514
BF,194.362478765867
BD,28.6306777887607
BG,0.76606472007
BH,0.173018958851266
BS,0.976986677146743
BA,0.69620010551
BY,0.76535733770338
BZ,1.07932602259569
BM,1.15651546560852
BO,2.33149271757576
BR,2.43595911597318
BB,2.2313319471701
BN,0.519210636342662
BW,5.08342112692872
CF,238.799784946826
CA,1.13542
CH,0.999013
CL,437.098886
CN,3.636979368794
CI,213.281617151658
CM,194.896445831458
CD,949.243486308259
CG,219.416910771968
CO,1445.979656
KM,186.33907498391
CV,47.9065770590459
CR,328.309035
CW,1.23907739448327
KY,0.939650949246276
CY,0.590840010514
CZ,13.177331
DE,0.726221
DJ,88.9353953404672
DM,1.37319817963894
DK,6.396029
DO,23.4887612459898
DZ,43.309804948654
EC,0.411517703096167
EG,4.78731351848859
ES,0.5822
EE,0.595604
ET,22.1628313691994
FI,0.792876
FJ,0.87449005196417
FR,0.708736
FO,6.32639711711029
FM,0.946806210921461
GA,228.016964877431
GB,0.683478
GE,0.8682649562153
GH,3.30229367094792
GN,2992.20357097815
GM,16.7090284171668
GW,201.600530046641
GQ,232.636328870431
GR,0.525519
GD,1.61448431734975
GT,3.28243453685422
GY,79.104804384633
HK,5.52967391559928
HN,11.074832836622
HR,0.443424246395
HT,73.283773979726
HU,173.65191
ID,4819.78068019626
IN,20.2025584710366
IE,0.769246
IR,89391.8126957291
IQ,519.04448037598
IS,143.868721
IL,3.571403
IT,0.624065
JM,92.3153999131695
JO,0.304436983272024
JP,95.270567
KZ,153.008087182993
KE,43.2872477957024
KG,24.3566662198431
KH,1345.07260471262
KI,0.894037028455559
KN,1.80590982834959
KR,828.391665
KW,0.200950622738202
LA,3934.87360775655
LR,0.430132500390395
LY,2.14524254209143
LC,1.40899822145366
LK,86.7026933502495
LS,5.86804659349166
LT,0.504717
LU,0.8533
LV,0.501585
MO,4.67065475274328
MA,3.88255216894554
MD,6.94626629149713
MG,1229.32981409516
MV,7.79468299354335
MX,9.878836
MH,0.886641984792284
MK,20.1361004767
ML,198.393517980443
MT,0.589084311712
MM,435.000427057019
ME,0.364951127879
MN,1123.87249557112
MZ,23.7231957049634
MR,11.1409315789782
MU,17.8132300485792
MW,382.276491678728
MY,1.42505898097785
NA,6.85561514941412
NE,206.287025878039
NG,165.722916169845
NI,11.4589278696861
NL,0.76264
NO,9.20239
NP,33.3945919991419
NR,1.39457700706714
NZ,1.471218
OM,0.194872289898959
PK,56.1913681393929
PA,0.469468516383161
PE,1.74387042414011
PH,19.2623140452142
PW,0.906895733161873
PG,2.29810324831541
PL,1.990937
PR,0.770766479679474
PT,0.534046
PY,2611.63708069054
PS,0.571903530929209
QA,2.26432104089352
RO,1.83905881016
RU,26.6700705903736
RW,345.099547235674
SA,1.96966638802559
SD,525.522971591494
SN,216.025734320491
SG,0.8037836176702
SB,6.08024172616716
SL,4.79466308027478
SV,0.425934641179098
SO,10440.8848165343
RS,46.3102217188
ST,10.9165701514009
SR,9.55969401696286
SK,0.519207
SI,0.558997
SE,8.765773
SZ,5.92510608224558
SX,1.36793336469739
SC,7.66322976969878
TC,1.22592700357511
TD,221.496090534004
TG,194.657960329262
TH,10.6520148270449
TJ,2.53616258002838
TM,1.45314398702451
TL,0.312766289840095
TT,3.83972390680919
TN,0.8870532514667
TR,7.350289
TV,1.55260912287172
TZ,725.852289581593
UG,1214.19713968138
UA,10.5171315081732
UY,25.708087339119
US,1.0
UZ,3010.59375215095
VC,1.39588580059389
VN,6802.47065679253
VU,120.981394829571
WS,1.68984001763853
ZA,7.31314484629252
ZM,6.59718586610757
ZW,2141.72616559256
